DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231315240,08/08/2023 12:00:00 AM,08/04/2023 12:00:00 AM,1120,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,300 E  71ST                         ST,,33.9754,-118.2696
230320757,12/04/2023 12:00:00 AM,12/03/2023 12:00:00 AM,2130,3,Southwest,317,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 W  23RD                         ST,,34.0355,-118.2975
230515068,10/25/2023 12:00:00 AM,10/25/2023 12:00:00 AM,350,5,Harbor,501,1,761,BRANDISH WEAPON,0334 1218 1202 0202 1822,67,M,B,102,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,761,,,,182ND                        ST,VERMONT                      AV,33.8671,-118.2906
231915529,10/19/2023 12:00:00 AM,10/18/2023 12:00:00 AM,2020,19,Mission,1975,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,9000    KATHERINE                    AV,,34.2331,-118.4468
230117058,07/30/2023 12:00:00 AM,07/30/2023 12:00:00 AM,1200,1,Central,191,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344,0,X,X,406,OTHER STORE,,,IC,Invest Cont,343,,,,1700 S  FIGUEROA                     ST,,34.0388,-118.2717
231409229,04/25/2023 12:00:00 AM,04/23/2023 12:00:00 AM,25,14,Pacific,1428,1,330,BURGLARY FROM VEHICLE,0344,37,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,10800    ROSE                         AV,,34.0257,-118.4156
232010748,05/26/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1130,20,Olympic,2039,1,310,BURGLARY,0344 1607 0358 1822,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    SUNSET                       PL,,34.0608,-118.2842
230809732,05/17/2023 12:00:00 AM,05/16/2023 12:00:00 AM,2200,8,West LA,828,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10600    LINDBROOK                    DR,,34.0627,-118.4343
230116395,07/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,200,1,Central,191,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0913 1817 2004 0334 0302 0431,35,M,H,102,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230,,,,FIGUEROA,VENICE,34.0369,-118.2705
231809261,04/19/2023 12:00:00 AM,04/19/2023 12:00:00 AM,2145,18,Southeast,1831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,29,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500 W  127TH                        ST,,33.9176,-118.2829
231717997,11/15/2023 12:00:00 AM,11/05/2023 12:00:00 AM,2142,17,Devonshire,1788,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,8900    BALBOA                       BL,,34.2322,-118.5113
231609274,06/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,2045,16,Foothill,1606,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 0429 0446,54,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11400    OSBORNE                      PL,,34.2761,-118.3794
230705491,02/03/2023 12:00:00 AM,01/11/2023 12:00:00 AM,1245,7,Wilshire,784,2,946,OTHER MISCELLANEOUS CRIME,0910 1822,0,M,W,101,STREET,,,IC,Invest Cont,946,,,,LA BREA,WASHINGTON,34.0404,-118.3475
231511049,06/14/2023 12:00:00 AM,06/13/2023 12:00:00 AM,1800,15,N Hollywood,1566,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,33,M,W,103,ALLEY,,,IC,Invest Cont,745,,,,10700    ACAMA                        ST,,34.1497,-118.3694
230215316,08/12/2023 12:00:00 AM,08/12/2023 12:00:00 AM,200,2,Rampart,279,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OLYMPIC                      BL,ALBANY                       ST,34.0478,-118.2711
230309377,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,415,3,Southwest,335,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1606 1822,47,F,J,101,STREET,,,IC,Invest Cont,331,,,,3000    4TH                          AV,,34.0274,-118.3212
232113014,08/17/2023 12:00:00 AM,08/17/2023 12:00:00 AM,1000,21,Topanga,2196,1,310,BURGLARY,0344 1202,61,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,4600    MORRO                        DR,,34.1537,-118.5905
231304273,01/05/2023 12:00:00 AM,01/05/2023 12:00:00 AM,1300,13,Newton,1322,1,761,BRANDISH WEAPON,0603 1202 0421 0913,68,M,B,501,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,761,,,,400 E  ADAMS                        BL,,34.0234,-118.2654
231313270,07/02/2023 12:00:00 AM,06/30/2023 12:00:00 AM,1900,13,Newton,1309,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,40,M,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1000    MATEO                        ST,,34.0315,-118.2323
231609009,06/08/2023 12:00:00 AM,06/08/2023 12:00:00 AM,1720,16,Foothill,1623,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 0913,11,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,CARL                         ST,CARL                         PL,34.2668,-118.4168
230320510,11/27/2023 12:00:00 AM,11/26/2023 12:00:00 AM,2330,3,Southwest,334,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 1606 0385,21,M,H,101,STREET,,,IC,Invest Cont,331,,,,MONT CLAIR                   ST,12TH                         ST,34.0309,-118.3314
230716735,11/02/2023 12:00:00 AM,10/06/2023 12:00:00 AM,1525,7,Wilshire,785,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1900    HILLCREST                    DR,,34.0398,-118.3388
232010642,05/22/2023 12:00:00 AM,05/22/2023 12:00:00 AM,2230,20,Olympic,2076,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0913 1309 0302 0906,24,X,X,101,STREET,102.0,HAND GUN,IC,Invest Cont,230,,,,1400 S  CATALINA                     ST,,34.0459,-118.2947
231604073,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1625,16,Foothill,1645,1,761,BRANDISH WEAPON,0913 0334 0562,67,M,B,501,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AA,Adult Arrest,761,,,,12500    GARBER                       ST,,34.2665,-118.405
231004731,01/19/2023 12:00:00 AM,01/17/2023 12:00:00 AM,830,10,West Valley,1018,1,330,BURGLARY FROM VEHICLE,1300 0358 0344 1609,45,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,15800    STRATHERN                    ST,,34.2157,-118.4771
231309748,04/26/2023 12:00:00 AM,04/26/2023 12:00:00 AM,600,13,Newton,1372,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 E  58TH                         ST,,33.9898,-118.2707
230115698,07/10/2023 12:00:00 AM,07/09/2023 12:00:00 AM,2200,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1307 0329,33,M,B,101,STREET,,,IC,Invest Cont,330,,,,GRAND,PICO,34.0389,-118.2643
230716850,11/07/2023 12:00:00 AM,11/01/2023 12:00:00 AM,1620,7,Wilshire,734,2,886,DISTURBING THE PEACE,1501,68,M,W,403,DRUG STORE,,,IC,Invest Cont,886,,,,500    ALANDELE                     AV,,34.0668,-118.3573
231915322,10/14/2023 12:00:00 AM,10/14/2023 12:00:00 AM,130,19,Mission,1987,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,8700    COSTELLO                     AV,,34.2285,-118.4409
231707498,03/31/2023 12:00:00 AM,03/30/2023 12:00:00 AM,1900,17,Devonshire,1764,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9000    CORBIN                       AV,,34.2341,-118.5623
230407560,04/20/2023 12:00:00 AM,04/20/2023 12:00:00 AM,500,4,Hollenbeck,408,2,900,VIOLATION OF COURT ORDER,0913 2038 0361,55,M,H,101,STREET,,,IC,Invest Cont,900,,,,3500    EL SERENO                    AV,,34.0862,-118.1784
231404980,01/18/2023 12:00:00 AM,01/18/2023 12:00:00 AM,1920,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,40,M,W,101,STREET,,,IC,Invest Cont,331,,,,4100    SUNNYSIDE                    AV,,33.9913,-118.4399
230910246,06/05/2023 12:00:00 AM,06/05/2023 12:00:00 AM,1755,9,Van Nuys,989,2,624,BATTERY - SIMPLE ASSAULT,1810 0429 0419,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4300    VENTURA CANYON               AV,,34.1478,-118.4296
231807567,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,430,18,Southeast,1802,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,0,M,H,101,STREET,,,IC,Invest Cont,420,,,,200 W  89TH                         ST,,33.9555,-118.2767
231716097,10/05/2023 12:00:00 AM,10/04/2023 12:00:00 AM,1745,17,Devonshire,1718,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11200    WOODLEY                      AV,,34.2737,-118.4847
231213470,06/06/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1210,12,77th Street,1257,1,310,BURGLARY,1601 0344 1822,54,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 W  79TH                         ST,,33.9693,-118.285
231815522,08/25/2023 12:00:00 AM,08/23/2023 12:00:00 AM,1900,18,Southeast,1802,1,330,BURGLARY FROM VEHICLE,1202 0344,65,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,89TH                         ST,FLOWER                       ST,33.956,-118.2819
231410954,05/20/2023 12:00:00 AM,05/20/2023 12:00:00 AM,2125,14,Pacific,1402,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0561 2003 2004,57,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2600    BARRY                        AV,,34.028,-118.4415
231319258,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,110,13,Newton,1303,1,330,BURGLARY FROM VEHICLE,0344 1300 1307,22,M,W,101,STREET,,,IC,Invest Cont,330,,,,11TH                         ST,WALL                         ST,34.0365,-118.2542
231904803,01/22/2023 12:00:00 AM,01/02/2023 12:00:00 AM,355,19,Mission,1907,2,354,THEFT OF IDENTITY,0930,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13500    HUBBARD                      ST,,34.3099,-118.4275
230413024,10/02/2023 12:00:00 AM,10/01/2023 12:00:00 AM,1,4,Hollenbeck,462,1,122,"RAPE, ATTEMPTED",0527 1402 1824 1259 0500,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,998.0,,,STATE,4TH                          ST,34.0431,-118.2185
230610765,06/05/2023 12:00:00 AM,06/01/2023 12:00:00 AM,2045,6,Hollywood,632,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,8600    HOLLYWOOD                    BL,,34.0995,-118.3772
231907170,03/21/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1130,19,Mission,1913,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0444,19,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,13000    WOODCOCK                     AV,,34.3056,-118.4552
230815774,10/18/2023 12:00:00 AM,10/14/2023 12:00:00 AM,1600,8,West LA,833,2,624,BATTERY - SIMPLE ASSAULT,0903 2035 0400 2053 1528,31,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,946.0,,,WILSHIRE,VETERAN,34.0578,-118.4477
230807979,04/04/2023 12:00:00 AM,04/03/2023 12:00:00 AM,530,8,West LA,881,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11700 W  PICO                         BL,,34.0341,-118.4525
230405241,02/07/2023 12:00:00 AM,02/06/2023 12:00:00 AM,2130,4,Hollenbeck,462,1,330,BURGLARY FROM VEHICLE,1302 0344 0321,64,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,900 S  BOYLE                        AV,,34.0386,-118.2201
231216403,07/25/2023 12:00:00 AM,07/25/2023 12:00:00 AM,2045,12,77th Street,1268,1,761,BRANDISH WEAPON,0334 1822 0369 0416,28,F,H,101,STREET,215.0,MACHETE,IC,Invest Cont,761,,,,100 E  84TH                         ST,,33.9628,-118.2739
230217652,09/18/2023 12:00:00 AM,09/18/2023 12:00:00 AM,1500,2,Rampart,257,2,624,BATTERY - SIMPLE ASSAULT,2024 0913 1251 1259 1824 0416 0446,13,M,H,721,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,600 S  UNION                        AV,,34.057,-118.2691
230314246,07/22/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1005,3,Southwest,336,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307,36,F,L,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2100 W  31ST                         ST,,34.0265,-118.312
231113341,09/12/2023 12:00:00 AM,09/08/2023 12:00:00 AM,1330,11,Northeast,1141,1,330,BURGLARY FROM VEHICLE,0344 1302,28,F,W,101,STREET,,,IC,Invest Cont,330,,,,FRANKLIN                     AV,N  MARIPOSA                     AV,34.1054,-118.2995
231305964,02/08/2023 12:00:00 AM,02/02/2023 12:00:00 AM,15,13,Newton,1351,2,354,THEFT OF IDENTITY,0100,29,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  43RD                         ST,,34.0056,-118.274
231413820,07/06/2023 12:00:00 AM,06/19/2023 12:00:00 AM,30,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,29,M,W,212,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
231514882,09/15/2023 12:00:00 AM,07/25/2023 12:00:00 AM,1800,15,N Hollywood,1581,1,480,BIKE - STOLEN,0344,39,M,K,104,DRIVEWAY,,,IC,Invest Cont,480,,,,13100    BLOOMFIELD                   ST,,34.1493,-118.4181
230412599,09/20/2023 12:00:00 AM,05/18/2023 12:00:00 AM,5,4,Hollenbeck,426,2,354,THEFT OF IDENTITY,0100,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5000    NAVARRO                      ST,,34.0872,-118.1735
231308523,03/31/2023 12:00:00 AM,03/30/2023 12:00:00 AM,1850,13,Newton,1367,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1813,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1600 E  VERNON                       AV,,34.0039,-118.2456
230910711,06/17/2023 12:00:00 AM,06/16/2023 12:00:00 AM,2330,9,Van Nuys,984,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0446 0408 0416 1300 1310 1813,41,F,A,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,14700    VENTURA                      BL,,34.1517,-118.4536
231818696,10/31/2023 12:00:00 AM,10/31/2023 12:00:00 AM,1815,18,Southeast,1802,1,210,ROBBERY,1300 1309 0344 1822 0216 0432,24,M,H,101,STREET,102.0,HAND GUN,AO,Adult Other,210,,,,88TH                         ST,MAIN,33.9572,-118.2739
230204672,01/12/2023 12:00:00 AM,01/12/2023 12:00:00 AM,1330,2,Rampart,248,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1815,9,M,H,704,ELEMENTARY SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300    LOMA                         DR,,34.0599,-118.2656
231200778,10/08/2023 12:00:00 AM,10/08/2023 12:00:00 AM,1145,12,77th Street,1283,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0209 0443 0356 1822 1402,40,M,H,102,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,230,998.0,,,WESTERN                      AV,CENTURY                      BL,33.9455,-118.309
231708050,04/12/2023 12:00:00 AM,04/12/2023 12:00:00 AM,1413,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352 0216 1300,0,X,X,205,GUN/SPORTING GOODS,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
231810229,05/10/2023 12:00:00 AM,05/10/2023 12:00:00 AM,1500,18,Southeast,1821,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1300 1813 1814 0400 1276 0417 0416 0446,36,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,800 W  97TH                         ST,,33.9478,-118.2893
231611614,08/28/2023 12:00:00 AM,08/26/2023 12:00:00 AM,1000,16,Foothill,1617,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8800    MULBERRY                     DR,,34.2639,-118.3275
231411982,06/08/2023 12:00:00 AM,06/04/2023 12:00:00 AM,1856,14,Pacific,1431,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,54,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,00    HORIZON                      AV,,33.9885,-118.4738
230209415,04/22/2023 12:00:00 AM,04/21/2023 12:00:00 AM,2100,2,Rampart,275,2,624,BATTERY - SIMPLE ASSAULT,0913 0361,36,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 S  WESTLAKE                     AV,,34.0529,-118.2776
231916698,11/16/2023 12:00:00 AM,10/13/2023 12:00:00 AM,1105,19,Mission,1977,2,354,THEFT OF IDENTITY,0928,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9000    GULLO                        AV,,34.2335,-118.4322
231304442,01/09/2023 12:00:00 AM,01/08/2023 12:00:00 AM,1130,13,Newton,1371,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  52ND                         ST,,33.9956,-118.274
230405120,02/03/2023 12:00:00 AM,01/31/2023 12:00:00 AM,2115,4,Hollenbeck,438,2,624,BATTERY - SIMPLE ASSAULT,1300 1309 0400 0448 0553,33,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5200    ITHACA                       AV,,34.0742,-118.1731
230911785,07/15/2023 12:00:00 AM,07/12/2023 12:00:00 AM,2045,9,Van Nuys,901,1,330,BURGLARY FROM VEHICLE,0344 1822,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,15400    SHERMAN                      WY,,34.2013,-118.4688
231418748,10/14/2023 12:00:00 AM,10/14/2023 12:00:00 AM,1330,14,Pacific,1435,1,210,ROBBERY,0444 0344 2004 1822 2003 0918 0346,51,F,H,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,11400    VENICE                       BL,,34.0104,-118.4216
230407136,04/05/2023 12:00:00 AM,04/04/2023 12:00:00 AM,1250,4,Hollenbeck,467,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,400    EUCLID                       AV,,34.0387,-118.2079
230709275,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,1230,7,Wilshire,734,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0401 0416 0446,66,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,500 S  GENESEE                      AV,,34.0671,-118.3583
231512333,07/16/2023 12:00:00 AM,07/15/2023 12:00:00 AM,2000,15,N Hollywood,1527,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11000    VICTORY                      BL,,34.1867,-118.3703
231805633,02/02/2023 12:00:00 AM,02/01/2023 12:00:00 AM,603,18,Southeast,1836,2,354,THEFT OF IDENTITY,1822 0929,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 E  108TH                        ST,,33.9378,-118.2482
231816589,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,2355,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,35,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,BROADWAY                     ST,CENTURY                      BL,33.9456,-118.2784
231613655,11/01/2023 12:00:00 AM,11/01/2023 12:00:00 AM,1600,16,Foothill,1675,1,210,ROBBERY,0344 0416 1822,40,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,SUNLAND,ROSCOE,34.2309,-118.3727
230610833,06/07/2023 12:00:00 AM,04/04/2023 12:00:00 AM,830,6,Hollywood,642,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924 1501,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,7700 W  SUNSET                       BL,,34.0981,-118.3572
230108087,03/05/2023 12:00:00 AM,03/05/2023 12:00:00 AM,120,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,27,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 N  SPRING                       ST,,34.0582,-118.2387
230805014,01/23/2023 12:00:00 AM,01/17/2023 12:00:00 AM,2000,8,West LA,853,1,480,BIKE - STOLEN,0344,29,M,W,140,BALCONY*,,,IC,Invest Cont,480,,,,1700    BUTLER                       AV,,34.0437,-118.4503
231319411,10/23/2023 12:00:00 AM,10/23/2023 12:00:00 AM,830,13,Newton,1313,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0903 0329 1528 2053,47,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,745,946.0,,,1700    TRINITY                      ST,,34.0296,-118.2584
232114586,09/26/2023 12:00:00 AM,09/26/2023 12:00:00 AM,930,21,Topanga,2147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0913 1813 0411,41,M,H,517,MISSIONS/SHELTERS,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,7100    DE SOTO                      AV,,34.1992,-118.5884
231713846,08/13/2023 12:00:00 AM,08/13/2023 12:00:00 AM,630,17,Devonshire,1777,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 0913,29,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,9300    HAYVENHURST                  AV,,34.2394,-118.4938
230505114,01/31/2023 12:00:00 AM,01/31/2023 12:00:00 AM,100,5,Harbor,525,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1609,28,F,H,101,STREET,,,IC,Invest Cont,740,,,,300    ISLAND                       AV,,33.7725,-118.2658
231216749,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,1830,12,77th Street,1245,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329,64,F,B,102,SIDEWALK,,,IC,Invest Cont,745,,,,6300    BUDLONG                      AV,,33.9823,-118.2959
231607985,05/05/2023 12:00:00 AM,05/04/2023 12:00:00 AM,1800,16,Foothill,1655,1,310,BURGLARY,0344 0321,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9500    SUNLAND                      BL,,34.2562,-118.3588
230813699,08/25/2023 12:00:00 AM,08/25/2023 12:00:00 AM,1504,8,West LA,889,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1822 0325 1309 1300,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,1800    LA CIENEGA                   BL,,34.0425,-118.3818
230608729,04/21/2023 12:00:00 AM,01/29/2023 12:00:00 AM,230,6,Hollywood,666,1,648,ARSON,1501,0,X,O,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,6100    DE LONGPRE                   AV,,34.0962,-118.3223
231512737,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,1705,15,N Hollywood,1548,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1309 0416,67,M,W,101,STREET,307.0,VEHICLE,IC,Invest Cont,230,,,,MAGNOLIA                     BL,VINELAND                     AV,34.1649,-118.3703
231319385,10/23/2023 12:00:00 AM,10/21/2023 12:00:00 AM,2030,13,Newton,1393,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,69TH,BROADWAY,33.9774,-118.2783
230111810,05/04/2023 12:00:00 AM,05/04/2023 12:00:00 AM,1630,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,1536 2054 1822 0910 0903 0416,34,M,B,834,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  VIGNES                       ST,,34.0559,-118.232
231809007,04/15/2023 12:00:00 AM,04/15/2023 12:00:00 AM,837,18,Southeast,1864,1,210,ROBBERY,1202 1300 0431 0416 0342 1822,62,M,A,203,OTHER BUSINESS,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,12000 S  CENTRAL                      AV,,33.9237,-118.2544
